264,Prepare the royal highway,BEREDEN VÄG FÖR HERRAN,,,
265,The angel Gabriel from heaven came,GABRIEL'S MESSAGE,,,
266,"Toda la tierra espera al Salvador (All earth is hopeful, the Savior comes at last!)",TODA LA TIERRA,,,
267,"Joy to the world, the Lord is come!",ANTIOCH,,,
268,From heav'n above to earth I come,VOM HIMMEL HOCH,,,
269,Once in royal David's city,IRBY,,,
270,Hark! The herald angels sing,MENDELSSOHN,,,
271,Jeg er så glad hver julekveld (I am so glad each Christmas Eve),JEG ER SÅ GLAD,,,
272,"Lo, how a rose e'er blooming",ES IST EIN ROS,,,
273,All my heart again rejoices,WARUM SOLLT ICH,,,
274,On Christmas night all Christians sing,SUSSEX CAROL,,,
275,"Angels, from the realms of glory",REGENT SQUARE,,,
276,"Infant holy, infant lowly",W ŻŁOBIE LEŻY,,,
277,"Away in a manger, no crib for a bed",AWAY IN A MANGER,,,
278,"Away in a manger, no crib for a bed",CRADLE SONG,,,
279,O little town of Bethlehem,ST. LOUIS,,,
280,Mingxing canlan ye wei yang (Midnight stars make bright the skies),HUAN-SHA-XI,,,
281,"Stille nacht, heilige Nacht! (Silent night, holy night)",STILLE NACHT,,,
282,It came upon the midnight clear,CAROL,,,
283,"O come, all ye faithful, joyful and triumphant!",ADESTE FIDELES,,,
284,'Twas in the moon of wintertime,UNE JEUNE PUCELLE,,,
285,Peace came to earth at last that chosen night,SCHNEIDER,,,
286,"Your little ones, dear Lord, are we",HER KOMMER DINE ARME SMÅ,,,
287,Let all together praise our God,"LOBT GOTT, IHR CHRISTEN",,,
288,"Good Christian friends, rejoice",IN DULCI JUBILO,,,
289,Angels we have heard on high,GLORIA,,,
290,While shepherds kept their watching,GO TELL IT,,,
291,Let our gladness have no end,NARODIL SE KRISTUS PÁN,,,
292,Love has come - a light in the darkness!,UN FLAMBEAU,,,
293,What shall we call him,BLANTYRE,,,
294,In the bleak midwinter,CRANHAM,,,
295,Of the Father's love begotten,DIVINUM MYSTERIUM,,,
296,"What child is this, who, laid to rest",GREENSLEEVES,,,
297,"Jesus, Jesus, oh, what a wonderful child",WONDERFUL CHILD,,,
298,Det kimer nu til julefest (The bells of Christmas chime once more),DET KIMER NU TIL JULEFEST,,,
299,Cold December flies away,EL DESEMBRE CONGELAT,,,
300,The first Noel the angel did say,THE FIRST NOWELL,,,
301,Bright and glorious is the sky,DEJLIG ER DEN HIMME BLÅ,,,
302,As with gladness men of old,DIX,,,
303,Brightest and best of the stars of the morning,MORNING STAR,,,
304,"Christ, when for us you were baptized","LOBT GOTT, IHR CHRISTEN",,,
305,When Jesus came to Jordan,KING'S LYNN,,,
306,"Come, beloved of the Maker",JILL,,,
307,Light shone in darkness at the world's creation,LUX IN TENEBRIS,,,
308,"O Morning Star, how fair and bright!",WIE SCHÖN LEUCHTET,,,
309,The only Son from heaven,"HERR CHRIST, DER EINIG GOTTS SOHN",,,
310,Songs of thankfulness and praise,SALZBURG,,,
311,Hail to the Lord's anointed,"FREUT EUCH, IHR LIEBEN",,,
312,"Jesus, come! For we invite you",UNION SEMINARY,,,
313,"O Lord, now let your servant",KUORTANE,,,
314,"Arise, your light has come!",FESTAL SONG,,,
315,"How good, Lord, to be here!",POTSDAM,,,
316,"Oh, wondrous image, vision fair",DEO GRACIAS,,,
317,Jesus on the mountain peak,BETHOLD,,,
318,"Alleluia, song of gladness","PRAISE, MY SOUL",,,
319,"O Lord, throughout these forty days",CONSOLATION,,,
320,The glory of these forty days,"ERHALT UNS, HERR",,,
321,"Eternal Lord of love, behold your church",OLD 124TH,,,
322,"Oh, love, how deep, how broad, how high",DEO GRACIAS,,,
323,God loved the world so that he gave,ROCKINGHAM OLD,,,
324,In the cross of Christ I glory,RATHBUN,,,
325,I want Jesus to walk with me,SOJOURNER,,,
326,"Bless now, O God, the journey",LLANGLOFFAN,,,
327,Through the night of doubt and sorrow,EBENEZER,,,
328,"Restore in us, O God",BAYLOR,,,
329,As the sun with longer journey,NAGEL,,,
330,Seed that in earth is dying,SÅKORN SOM DØR I JORDEN,,,
331,As the deer runs to the river,JULION,,,
332,I heard the voice of Jesus say,THIRD MODE MELODY,,,
333,No one can do like Jesus,WEARY LAND,,,
334,Tree of Life and awesome myst'ry,THOMAS,,,
335,"Jesus, keep me near the cross",NEAR THE CROSS,,,
336,"Your only Son, no sin to hide",YOUR ONLY SON,,,
337,Alas! And did my Savior bleed,MARTYRDOM,,,
338,Beneath the cross of Jesus,ST. CHRISTOPHER,,,
339,"Christ, the life of all the living","JESU, MEINES LEBENS LEBEN",,,
340,A lamb goes uncomplaining forth,AN WASSERFLÜSSEN BABYLON,,,
341,Now behold the Lamb,NOW BEHOLD THE LAMB,,,
342,There in God's garden stands the Tree of Wisdom,SHADES MOUNTAIN,,,
343,My song is love unknown,LOVE UNKNOWN,,,
344,You are the king of Israel,VALET WILL ICH DIR GEBEN,,,
345,"Jesus, I will ponder now","JESU KREUZ, LEIDEN UND PEIN",,,
346,"Ride on, ride on in majesty!",THE KING'S MAJESTY,,,
347,Go to dark Gethsemane,GETHSEMANE,,,
348,"Stay with me, remain here with me",STAY WITH ME,,,
349,"Ah, holy Jesus, how hast thou offended",HERZLIEBSTER JESU,,,
350,They crucified my Lord,SUFFERER,,,
351,"O sacred head, now wounded",HERZLICH TUT MICH VERLANGEN,,,
352,"O sacred head, now wounded",HERZLICH TUT MICH VERLANGEN,,,
353,Were you there when they crucified my Lord?,WERE YOU THERE,,,
354,Ev'ry time I think about Jesus,CALVARY,,,
355,"Sing, my tongue, the glorious battle",PANGE LINGUA,,,
356,"Sing, my tongue, the glorious battle",FORTUNATUS NEW,,,
357,"Lamb of God, pure and sinless","O LAMM GOTTES, UNSCHULDIG",,,
358,"Great God, your love has called us here",RYBURN,,,
359,Where charity and love prevail,TWENTY-FOURTH,,,
360,Love consecrates the humblest act,TWENTY-FOURTH,,,
361,The day of resurrection!,ELLACOMBE,,,
362,At the Lamb's high feast we sing,SONNE DER GERECHTIGKEIT,,,
363,"Come, you faithful, raise the strain",GAUDEAMUS PARITER,,,
364,"Mfurahini, haleluya (Christ has arisen, alleluia)","MFURANINI, HALELUYA",,,
365,Jesus Christ is ris'n today,EASTER HYMN,,,
366,"The strife is o'er, the battle done",VICTORY,,,
367,Now all the vault of heav'n resounds,LASST UNS ERFREUEN,,,
368,With high delight let us unite,MIT FREUDEN ZART,,,
369,Christ the Lord is risn' today,LLANFAIR,,,
370,Christ Jesus lay in death's strong bands,CHRIST LAG IN TODESBANDEN,,,
371,"Christians, to the paschal victim",VICTIMAE PASCHALI,,,
372,Christ is arisen from grave's dark prison,CHRIST IST ERSTANDEN,,,
373,Christ the Lord is ris'n today!,ORIENTIS PARTIBUS,,,
374,Day of arising,RAABE,,,
375,"Fueron mujeres al sepulcro (Run, faithful women to the graveside)",SANTO DOMINGO,,,
376,Thine is the glory,JUDAS MACCABAEUS,,,
377,Alleluia! Jesus is risen!,EARTH AND ALL STARS,,,
378,"Awake, my heart with gladness","AUF, AUF, MEIN HERZ",,,
379,Now the green blade rises from the buried grain,NOËL NOUVELET,,,
380,Hallelujah! Jesus lives!,FRED TIL BOD,,,
381,"Peace, to soothe our bitter woes",FRED TIL BOD,,,
382,Christ is risen! Alleluia!,MORGENLIED,,,
383,Christ is risen! Shout Hosanna!,TURNBULL,,,
384,That Easter day with joy was bright,PUER NOBIS,,,
385,"Good Christian friends, rejoice and sing!",GELOBT SEI GOTT,,,
386,"O sons and daughters, let us sing",O FILII ET FILIAE,,,
387,"O sons and daughters, let us sing",O FILII ET FILIAE,,,
388,Be not afraid,BE NOT AFRAID,,,
389,Christ is alive! Let Christians sing,TRURO,,,
390,"The risen Christ, who walks on wounded feet",WOODLANDS,,,
391,This joyful Eastertide,VRUECHTEN,,,
392,Alleluia! Sing to Jesus,HYFRYDOL,,,
393,A hymn of glory let us sing!,LASST UNS ERFREUEN,,,
394,All the fair beauty of earth,SALVE FESTA DIES,,,
395,"Come, Holy Ghost, God and Lord","KOMM, HEILIGER GEIST, HERRE GOTT",,,
396,You moved on the waters,SPIRIT,,,
397,"Loving Spirit, loving Spirit",RESTORATION,,,
398,"Holy Spirit, truth divine",SONG 13,,,
399,"O Holy Spirit, root of life",PUER NOBIS,,,
400,"God of tempest, God of whirlwind",CWM RHONDDA,,,
401,"Njoo kwetu, Roho mwema (Gracious Spirit, heed our pleading)","NJOO KWETU, ROHO MWEMA",,,
402,Eternal Spirit of the living Christ,ADORO TE DEVOTE,,,
403,Like the murmur of the dove's song,BRIDEGROOM,,,
404,"Come, gracious Spirit, heav'nly dove","HERR JESU CHRIST, MEINS",,,
405,"O Spirit of life, O Spirit of God",O HEILIGER GEIST,,,
406,"Veni Sancte Spiritus (Holy Spirit, come to us)",TAIZÉ VENI SANCTE,,,
407,Soplo de Dios viviente (O living Breath of God),VÅRVINDAR FRISKA,,,
408,"Come, thou almighty King",ITALIAN HYMN,,,
409,"Kyrie! God, Father in heav'n above","KYRIE, GOTT VATER",,,
410,All glory be to God on high,ALLEIN GOTT IN DER HÖH,,,
411,We all believe in one true God,WIR GLAUBEN ALL,,,
412,"Come, join the dance of Trinity",KINGSFOLD,,,
413,"Holy, holy, holy, Lord God Almighty!",NICAEA,,,
414,"Holy God, we praise your name",GROSSER GOTT,,,
415,"Father most holy, merciful, and tender",CHRISTE SANCTORUM,,,
416,At the name of Jesus,KING'S WESTON,,,
417,In his temple now behold him,REGENT SQUARE,,,
418,Rejoice in God's saints today and all days!,LAUDATE DOMINUM,,,
419,For all the faithful women,KUORTANE,,,
420,By all your saints still striving,KING'S LYNN,,,
421,By all your saints still striving,KUORTANE,,,
422,For all the saints who from their labors rest,SINE NOMINE,,,
423,Shall we gather at the river,HANSON PLACE,,,
424,Ye watchers and ye holy ones,LASST UNS ERFREUEN,,,
425,Behold the host arrayed in white,DEN STORE HVIDE FLOK,,,
426,Sing with all the saints in glory,MISSISSIPPI,,,
427,"For all your saints, O Lord",FESTAL SONG,,,
428,Give thanks for those whose faith is firm,REPTON,,,
429,In our day of thanksgiving one psalm let us offer,ST. CATHERINE'S COURT,,,
430,"Rejoice, for Christ is king!",LAUS REGIS,,,
431,"O Christ, what can it mean for us",ALL SAINT'S NEW,,,
432,The head that once was crowned with thorns,ST. MAGNUS,,,
433,"Blessing, honor, glory to the Lamb","BLESSING, HONOR, AND GLORY",,,
434,Jesus shall reign where'er the sun,DUKE STREET,,,
435,Lo! He comes with clouds descending,HELMSLEY,,,
436,"Wake, awake, for night is flying",WACHET AUF,,,
437,On Jordan's stormy bank I stand,PROMISED LAND,,,
438,You will hear the trumpet sound,BURLEIGH,,,
439,Soon and very soon we are goin' to see the King,VERY SOON,,,
440,In peace and joy I now depart,MIT FRIED UND FREUD,,,
441,"Oh, happy day when we shall stand","LOBT GOTT, IHR CHRISTEN",,,
442,All who believe and are baptized,ES IST DAS HEIL,,,
443,"Dearest Jesus, we are here","LIEBSTER JESU, WIR SIND HIER",,,
444,Cradling children in his arm,GAUDEAMUS PARITER,,,
445,"Wash, O God, our sons and daughters",BEACH SPRING,,,
446,I'm going on a journey,WET SAINTS,,,
447,"O blessed spring, where word and sign",BERGLUND,,,
448,This is the Spirit's entry now,LAND OF REST,,,
449,We know that Christ is raised and dies no more,ENGELBERG,,,
450,I bind unto my self today,ST. PATRICK'S BREASTPLATE,,,
451,We are baptized in Christ Jesus,OUIMETTE,,,
452,"Awake, O sleeper, rise from death",AZMON,,,
453,We are people created,BAPTIZED AND SET FREE,,,
454,Remember and rejoice,ST. THOMAS,,,
455,Crashing waters at creation,STUTTGART,,,
456,Baptized in water,BUNESSAN,,,
457,Before I can remember,SPIRIT LIFE,,,
458,Praise and thanksgiving be to God our maker,CHRISTE SANCTORUM,,,
459,See that host all dressed in white,WADE IN THE WATER,,,
460,Now the silence,NOW,,,
461,"All who hunger, gather gladly",HOLY MANNA,,,
462,Now we join in celebration,SCHMÜCKE DICH,,,
463,"Lord, who the night you were betrayed did pray",SONG 1,,,
464,"Bread of life, our host and meal","JESUS, FEED US",,,
465,As this cup of blessing,AS THE GRAINS,,,
466,"In the singing, in the silence",BREAD OF PEACE,,,
467,"We place upon your table, Lord",DISTRESS,,,
468,"Around you, O Lord Jesus","O JESU, AN DE DINA",,,
469,By your hand you feed your people,CAMROSE,,,
470,Draw us in the Spirit's tether,UNION SEMINARY,,,
471,Let us break bread together on our knees,BREAK BREAD TOGETHER,,,
472,"Eat this bread, drink this cup",BERTHIER,,,
473,"Santo, santo, santo, mi corazón te adora (Holy, holy, holy, my heart, my heart adores you)",ARGENTINE SANTO,,,
474,Break now the bread of Christ's sacrifice,ARGENTINE SANTO (BREAK NOW THE BREAD),,,
475,"Lord, enthroned in heav'nly splendor",BRYN CALFARIA,,,
476,"Thee, we adore, O Savior, God most true",ADORO TE DEVOTE,,,
477,"Jesus said, I am the bread",LIVING GOD,,,
478,"Father, we thank you that you planted",RENDEZ À DIEU,,,
479,We come to the hungry feast,HUNGRY FEAST,,,
480,O bread of life from heaven,"O WELT, ICH MUSS DICH LASSEN",,,
481,Come to the table of mercy,COME TO THE TABLE,,,
482,"I come with joy, a child of God",DOVE OF PEACE,,,
483,Here is bread,HERE IS BREAD,,,
484,As when a shepherd calls his sheep,BICENTENNIAL,,,
485,I am the bread of life,I AM THE BREAD,,,
486,Nuestro padre nos invita (God extends an invitation),NUESTRO PADRE,,,
487,What feast of love is offered here,GREENSLEEVES,,,
488,"Soul, adorn yourself with gladness",SCHMÜCKE DICH,,,
489,"Vengo a ti, Jesús amado (Soul, adorn yourself with gladness)",CANTO AL BORINQUEN,,,
490,Let all mortal flesh keep silence,PICARDY,,,
491,"Come, let us eat, for now the feast is spread",A VA DE,,,
492,I will bless the Lord at all times,STONERIDGE,,,
493,I will bless the Lord at all times,TASTE AND SEE,,,
494,For the bread which you have broken,OMNI DIE,,,
495,We who once were dead,MIDDEN IN DE DOOD,,,
496,Gentile or Jew,"ONE BREAD, ONE BODY",,,
497,"Strengthen for service, Lord, the hands",BUCKHURST RUN,,,
498,"Cantaremos al Señor (We will praise God, we will sing)",UNIDOS EN LA FIESTA,,,
499,"O Lord, we praise you, bless you, and adore you",GOTT SEI GELOBET UND GEBENEDEIET,,,
500,Once we were a people afraid,NOW WE REMAIN,,,
501,"Come with us, O blessed Jesus",WERDE MUNTER,,,
502,The King of love my shepherd is,ST. COLUMBA,,,
503,A mighty fortress is our God,EIN FESTE BURG,,,
504,A mighty fortress is our God,EIN FESTE BURG,,,
505,A mighty fortress is our God,EIN FESTE BURG,,,
506,The Word of God is source and seed,GAUDEAMUS PARITER,,,
507,"O God of light, your word, a lamp unfailing",ATKINSON,,,
508,As rain from the clouds will you word come to earth,AFTON WATER,,,
509,God's word is our great heritage,EIN FESTE BURG,,,
510,"Word of God, come down on earth","LIEBSTER JESU, WIR SIND HIER",,,
511,Thy strong word did cleave the darkness,EBENEZER,,,
512,"Lord, let my heart be good soil",GOOD SOIL,,,
513,Yesu alisema (Jesus gave his mandate),NENO LAKE MUNGU,,,
514,O Word of God incarnate,MUNICH,,,
515,Break now the bread of life,BREAD OF LIFE,,,
516,"Almighty God, your word is cast",ST. FLAVIAN,,,
517,"Lord, keep us steadfast in your word","ERHALT UNS, HERR",,,
518,Wisdom calls throught the city,WISDOM'S FEAST,,,
519,"Open your ears, O faithful people",YSIRAEL V'ORAITA,,,
520,"Dearest Jesus, at your word","LIEBSTER JESU, WIR SIND HIER",,,
521,O day of rest and gladness,ELLACOMBE,,,
522,As we gather at your table,IN BABILONE,,,
523,Hoy me levanto muy temprano (I will rise in the early morning),VAMOS TODOS AL BANQUETE,,,
524,What is this place where we are meeting?,KOMT NU MET ZANG,,,
525,"Du är helig, du är hel (You are holy, you are whole)",DU ÄR HELIG,,,
526,God is here! As we your people,ABBOT'S LEIGH,,,
527,"Lord, Jesus Christ, be present now","HERR JESU CHRIST, DICH ZU UNS WEND",,,
528,Confitemini Domino (Come and fill our hearts with you peace),CONFITEMINI DOMINO,,,
529,"Jesu, tawa pano (Jesus, we are gathered)","JESU, TAWA PANO",,,
530,"Sekai no tomo to te o tsunagi (Here, O Lord, your servants gather)",TŌKYŌ,,,
531,The trumpets sound the angels sing,THE FEAST IS READY,,,
532,Here in this place the new light is streaming,GATHER US IN,,,
533,Open now thy gates of beauty,UNSER HERRSCHER,,,
534,"Savior, again to your dear name we rasie",ELLERS,,,
535,Christ the Lord to us said,HALELUYA! PELO TSA RONA,,,
536,God be with you till we meet again,GOD BE WITH YOU,,,
537,On our way rejoicing,HERMAS,,,
538,"Enviado soy de Dios, mi mano lista está (The Lord now sends us forth with hands to serve and give)",ENVIADO,,,
539,"Abidie, O dearest Jesus","CHRISTUS, DER IS MEIN LEBEN",,,
540,"Go, make disciples","GO, MAKE DISCIPLES",,,
541,"O Jesus, blessed Lord",UD GÅR DU NU PÅ LIVETS VEJ,,,
542,O living Bread from heaven,AURELIA,,,
543,"Go, my children, with my blessing",AR HYD Y NOS,,,
544,"Praise the Lord, rise up rejoicing",ALLES IST AN GOTTES SEGEN,,,
545,"Lord, dismiss us with your blessing",SICILIAN MARINERS,,,
546,To be your presence is our mission here,ENGELBERG,,,
547,Sent forth by God's blessing,THE ASH GROVE,,,
548,"Rise, O church, like Christ arisen",SURGE ECCLESIA,,,
549,"Thuma mina (Send me, Jesus)","THUMA MINA, NOKOS YAM",,,
550,On what has now been sown,DARWALL'S 148TH,,,
551,The Spirit sends us forth to serve,CHESTERFIELD,,,
552,Blessed be the God of Israel,MERLE'S TUNE,,,
553,"Christ, whose glory fills the skies",RATISBON,,,
554,"Lord, your hands have formed this world",GAYOM NI HIGAMI,,,
555,"Cantemos al Señor (Oh, sing to God above)",ROSAS,,,
556,Morning has broken,BUNESSAN,,,
557,"Awake, my soul, and with the sun",MORNING HYMN,,,
558,"Lord God, we praise you, now the night is over",CHRISTE SANCTORUM,,,
559,O splendor of God's glory bright,SPLENDOR PATERNAE,,,
560,"Christ, mighty Savior, Light of all creation",INNISFREE FARM,,,
561,Joyous light of heav'nly glory,JOYOUS LIGHT,,,
562,"O radiant Light, O Sun divine",JESU DULCIS MEMORIA,,,
563,O Light whose splendor thrills and gladdens,ST. CLEMENT,,,
564,"God, who made the earth and heaven",AR HYD Y NOS,,,
565,"All praise to thee, my God, this night",TALLIS' CANON,,,
566,When twilight comes and the sun sets,DAPIT HAPON,,,
567,To you before the close of day,JAM LUCIS,,,
568,Now rest beneath night's shadow,"O WELT, ICH MUSS DICH LASSEN",,,
569,"The day you gave us, Lord, has ended",ST. CLEMENT,,,
570,Now the day is over,MERRIAL,,,
571,"O Trinity, O blessed Light",O HEILIGE DREIFALTICKEIT,,,
572,Now it is evening,BOZEMAN,,,
573,My soul now magnifies the Lord,ICH HEB MEIN AUGEN SEHNLICH AUF,,,
574,"I, the Lord of sea and sky","HERE I AM, LORD",,,
575,"In Christ called to baptize, we witness to grace",ST. DENIO,,,
576,We all are one in mission,KUORTANE,,,
577,"Creator Spirit, heav'nly dove",VENI CREATOR SPIRITUS,,,
578,"Creator Spirit, heav'nly dove","KOMM, GOTT SCHÖPFER",,,
579,"Lord, you give the great commission",ABBOT'S LEIGH,,,
580,"How clear is our vocation, Lord",REPTON,,,
581,I will come to you in the silence,YOU ARE MINE,,,
582,"Holy Spirit, ever dwelling",IN BABILONE,,,
583,Que mi vida entera esté (Take my hands and let them move),TOMA MI VOLUNTAD,,,
584,"The Son of God, our Christ, the Word the Way",SURSUM CORDA,,,
585,"Hear us now, our God, and Father",HYFRYDOL,,,
586,"This is a day, Lord",BUNESSAN,,,
587,There's a wideness in God's mercy,ST. HELENA,,,
588,There's a wideness in God's mercy,"LORD, REVIVE US",,,
589,All depends on our possessing,ALLES IST AN GOTTES SEGEN,,,
590,Salvation unto us has come,ES IST DAS HEIL,,,
591,That priceless grace,THAT PRICELESS GRACE,,,
592,"Just as I am, without one plea",WOODWORTH,,,
593,People who walk in darkness have sought,LA CROSSE,,,
594,"Dear Christians, one and all, rejoice",NUN FREUT EUCH,,,
595,Jesus loves me! this I know,JESUS LOVES ME,,,
